Id,SalePrice
1461,122672.15
1462,143018.87
1463,175722.83
1464,197561.54
1465,179015.42
1466,172144.02
1467,190530.3
1468,163633.72
1469,192651.12
1470,114964.99
1471,194119.49
1472,108103.57
1473,103024.14
1474,151581.14
1475,118359.46
1476,331400.11
1477,233290.92
1478,272459.9
1479,261130.93
1480,514769.77
1481,312664.13
1482,196982.23
1483,173489.35
1484,161757.18
1485,178968.36
1486,195438.97
1487,307928.82
1488,239280.24
1489,180280.34
1490,227482.26
1491,190847.67
1492,95115.61
1493,192358.11
1494,280567.37
1495,286522.63
1496,212459.23
1497,170582.39
1498,151167.39
1499,155778.69
1500,147558.89
1501,165726.78
1502,147541.7
1503,272692.16
1504,237199.82
1505,221884.49
1506,195006.18
1507,258756.62
1508,195549.91
1509,156774.26
1510,141092.99
1511,141379.11
1512,177518.74
1513,144115.5
1514,162372.29
1515,211621.12
1516,153884.4
1517,171066.13
1518,131759.32
1519,222688.76
1520,122813.01
1521,124990.56
1522,177230.32
1523,100418.97
1524,114795.85
1525,119590.85
1526,108118.17
1527,101227.17
1528,149105.01
1529,133618.4
1530,208459.88
1531,111434.81
1532,101941.81
1533,144381.5
1534,125409.74
1535,158388.7
1536,110514.95
1537,70523.24
1538,170917.1
1539,189812.57
1540,98839.48
1541,140387.75
1542,141128.65
1543,185771.17
1544,91259.86
1545,119713.34
1546,126603.82
1547,131995.67
1548,133212.68
1549,115832.0
1550,120957.68
1551,119012.8
1552,125379.65
1553,135871.98
1554,122311.91
1555,164952.45
1556,89015.81
1557,96597.9
1558,98935.69
1559,77933.57
1560,127164.4
1561,122800.43
1562,127460.02
1563,114736.04
1564,161513.54
1565,140792.02
1566,245263.34
1567,81554.58
1568,212604.83
1569,117902.33
1570,137038.08
1571,114269.49
1572,145467.7
1573,235676.04
1574,117700.1
1575,234868.5
1576,248136.44
1577,179462.31
1578,135275.59
1579,138620.64
1580,196197.16
1581,149782.87
1582,123309.94
1583,330645.46
1584,222566.17
1585,142339.06
1586,80532.2
1587,102145.44
1588,143454.01
1589,104301.69
1590,140031.01
1591,86542.41
1592,123904.05
1593,122350.95
1594,121973.0
1595,94276.5
1596,209595.69
1597,163978.48
1598,192641.67
1599,176665.19
1600,169132.46
1601,69500.8
1602,111339.94
1603,87712.52
1604,250783.37
1605,254439.0
1606,176315.6
1607,185098.57
1608,210026.67
1609,178303.19
1610,146831.11
1611,140476.96
1612,167800.7
1613,167871.1
1614,128490.25
1615,94599.71
1616,79839.42
1617,100084.6
1618,123669.23
1619,140657.86
1620,169100.8
1621,135560.88
1622,134701.64
1623,278500.31
1624,213428.24
1625,116584.38
1626,178642.65
1627,192648.18
1628,276715.44
1629,176007.11
1630,354555.69
1631,202709.54
1632,224938.08
1633,168165.94
1634,187121.51
1635,175685.42
1636,154892.76
1637,198228.01
1638,206487.08
1639,194879.23
1640,274183.41
1641,186206.67
1642,221407.11
1643,221984.18
1644,225117.96
1645,236138.45
1646,165078.05
1647,164953.83
1648,129097.5
1649,137769.03
1650,118633.19
1651,123126.39
1652,111443.33
1653,115372.49
1654,147176.55
1655,140790.27
1656,143636.68
1657,148407.51
1658,144533.03
1659,127610.21
1660,147794.82
1661,468790.23
1662,378247.58
1663,354864.82
1664,581833.49
1665,284748.06
1666,325186.65
1667,346873.2
1668,314932.29
1669,279041.83
1670,324472.53
1671,265518.68
1672,459882.35
1673,289257.23
1674,241623.93
1675,183561.76
1676,185783.78
1677,211127.77
1678,511088.35
1679,368633.07
1680,289813.32
1681,224305.42
1682,299310.73
1683,184634.98
1684,183600.24
1685,169268.64
1686,169431.31
1687,166656.41
1688,192751.37
1689,193266.02
1690,199109.18
1691,186795.74
1692,252387.61
1693,164393.71
1694,179261.41
1695,165526.28
1696,273385.98
1697,173783.49
1698,370448.95
1699,298066.68
1700,247802.43
1701,268555.81
1702,249172.81
1703,252200.89
1704,284791.67
1705,223892.26
1706,465768.03
1707,194206.93
1708,196081.3
1709,268405.81
1710,217026.41
1711,257486.55
1712,251792.29
1713,267634.46
1714,217301.46
1715,194619.45
1716,186512.78
1717,174764.27
1718,133630.44
1719,202210.9
1720,232658.23
1721,171342.75
1722,125602.06
1723,159194.36
1724,202829.11
1725,224957.49
1726,183114.82
1727,151863.02
1728,178167.29
1729,165672.39
1730,162369.14
1731,114622.43
1732,124696.2
1733,112276.02
1734,118262.77
1735,136429.81
1736,110295.6
1737,376060.9
1738,246818.55
1739,284861.71
1740,206686.97
1741,186051.1
1742,159929.97
1743,169667.98
1744,321667.46
1745,212543.36
1746,207179.28
1747,222065.65
1748,236232.97
1749,149808.51
1750,142436.53
1751,261588.92
1752,114882.47
1753,149484.8
1754,217917.04
1755,158111.41
1756,128935.96
1757,113405.8
1758,136255.29
1759,164891.96
1760,166271.26
1761,164541.73
1762,173257.12
1763,164892.41
1764,108668.76
1765,188041.56
1766,198380.08
1767,262180.86
1768,137618.0
1769,175876.3
1770,156081.79
1771,119198.15
1772,125782.94
1773,123499.87
1774,140123.45
1775,132670.1
1776,117083.41
1777,106009.37
1778,141502.49
1779,108514.94
1780,182042.89
1781,119429.42
1782,84581.04
1783,136495.63
1784,102125.05
1785,110500.37
1786,131724.31
1787,160987.56
1788,64524.73
1789,100499.82
1790,74555.43
1791,202096.13
1792,166559.32
1793,139887.17
1794,165843.42
1795,129792.51
1796,119075.62
1797,129271.25
1798,112865.96
1799,109544.41
1800,110927.54
1801,124917.68
1802,143498.68
1803,147823.99
1804,141150.57
1805,140937.34
1806,137140.41
1807,137542.14
1808,121759.91
1809,115098.58
1810,134092.64
1811,88030.57
1812,92060.06
1813,124459.1
1814,90978.38
1815,61922.07
1816,99826.84
1817,97909.32
1818,139388.67
1819,125027.19
1820,66625.45
1821,111844.63
1822,140605.57
1823,57038.22
1824,124961.85
1825,127556.88
1826,93837.39
1827,105223.04
1828,129744.05
1829,122831.28
1830,138136.23
1831,162473.02
1832,90326.66
1833,137527.47
1834,123458.73
1835,123360.77
1836,126874.82
1837,93257.93
1838,125849.44
1839,104755.47
1840,143926.13
1841,134736.02
1842,89306.38
1843,137181.79
1844,126851.15
1845,133395.05
1846,142547.97
1847,147166.53
1848,54268.74
1849,106453.25
1850,114375.55
1851,142492.63
1852,122875.41
1853,126419.87
1854,171136.13
1855,145921.77
1856,230418.53
1857,131082.03
1858,135223.03
1859,114913.45
1860,154272.2
1861,114300.12
1862,326482.42
1863,323744.32
1864,323770.09
1865,316875.13
1866,310585.1
1867,231837.66
1868,301443.33
1869,210250.1
1870,229932.53
1871,234683.28
1872,170149.97
1873,229968.65
1874,151723.45
1875,203928.3
1876,199506.85
1877,213005.67
1878,208903.18
1879,118880.87
1880,140426.43
1881,252608.76
1882,247889.63
1883,186493.38
1884,200278.27
1885,245649.45
1886,281936.34
1887,218888.54
1888,290300.19
1889,167789.55
1890,124474.18
1891,138918.46
1892,95946.06
1893,128799.48
1894,117583.25
1895,137555.32
1896,119424.58
1897,115374.17
1898,115573.39
1899,139695.75
1900,139207.16
1901,149115.89
1902,131295.91
1903,195120.96
1904,126630.26
1905,181782.42
1906,161011.84
1907,193477.65
1908,125313.36
1909,145223.36
1910,133647.23
1911,199636.51
1912,336191.94
1913,140986.95
1914,79134.29
1915,252622.28
1916,64880.91
1917,254919.17
1918,144389.21
1919,190575.24
1920,173101.1
1921,386172.23
1922,288855.3
1923,228500.27
1924,237030.12
1925,212025.62
1926,363478.02
1927,131277.51
1928,157682.07
1929,123294.34
1930,127845.94
1931,145230.03
1932,136084.25
1933,170621.78
1934,184773.43
1935,170803.34
1936,181437.39
1937,181538.53
1938,165551.51
1939,231162.9
1940,177608.76
1941,178333.25
1942,180348.04
1943,194604.83
1944,297708.62
1945,327235.79
1946,141272.23
1947,275893.55
1948,169786.21
1949,244421.58
1950,197548.88
1951,266622.64
1952,225839.96
1953,172293.37
1954,205331.86
1955,133461.03
1956,362037.16
1957,163781.28
1958,311622.5
1959,140458.37
1960,108647.75
1961,115845.74
1962,110501.56
1963,120097.67
1964,114391.5
1965,143768.26
1966,143753.39
1967,269763.0
1968,417255.78
1969,355201.95
1970,430294.9
1971,481654.45
1972,367214.34
1973,254742.85
1974,306568.36
1975,549991.65
1976,275887.74
1977,362038.63
1978,339158.4
1979,296320.95
1980,198368.54
1981,315780.65
1982,215878.33
1983,197236.68
1984,171715.53
1985,230251.78
1986,231422.3
1987,178462.34
1988,176413.07
1989,195859.06
1990,212026.07
1991,217496.9
1992,218312.9
1993,176092.26
1994,239948.11
1995,190344.23
1996,252596.11
1997,288491.86
1998,332328.63
1999,266800.42
2000,307888.24
2001,256889.4
2002,245724.48
2003,255139.47
2004,270175.6
2005,225752.97
2006,205367.12
2007,249687.09
2008,198838.71
2009,185880.93
2010,193238.14
2011,141758.45
2012,173455.33
2013,167060.56
2014,176576.84
2015,183908.41
2016,186218.52
2017,190609.78
2018,118103.55
2019,144647.01
2020,110283.97
2021,104621.94
2022,188644.26
2023,139642.29
2024,272313.03
2025,370464.32
2026,167666.46
2027,150454.82
2028,158832.12
2029,161192.17
2030,257869.34
2031,233515.34
2032,232331.5
2033,244274.88
2034,164608.27
2035,218476.93
2036,199016.58
2037,203200.35
2038,295773.29
2039,191404.44
2040,304424.49
2041,302822.1
2042,204361.64
2043,174268.2
2044,191212.31
2045,214740.2
2046,144654.15
2047,140391.39
2048,138201.71
2049,143901.47
2050,172074.65
2051,101243.28
2052,127165.35
2053,143858.79
2054,89408.42
2055,150132.6
2056,146846.22
2057,109826.81
2058,218017.5
2059,129827.39
2060,185790.76
2061,181937.21
2062,120808.59
2063,105624.34
2064,133627.09
2065,113729.43
2066,164515.51
2067,117325.74
2068,143768.81
2069,87014.51
2070,108920.67
2071,97989.08
2072,131487.73
2073,137208.74
2074,186676.29
2075,144092.15
2076,121744.66
2077,138019.75
2078,115146.01
2079,131324.32
2080,122805.87
2081,119429.84
2082,128427.78
2083,135109.71
2084,106881.59
2085,113408.83
2086,140113.22
2087,130722.29
2088,106004.63
2089,82804.35
2090,130355.46
2091,94400.93
2092,130557.3
2093,122967.9
2094,114661.3
2095,140083.38
2096,88269.17
2097,97118.29
2098,139128.83
2099,67411.9
2100,80096.97
2101,110118.36
2102,135424.8
2103,99678.7
2104,134034.02
2105,119816.23
2106,65799.23
2107,195757.84
2108,117629.67
2109,111616.6
2110,124892.93
2111,151868.21
2112,125710.89
2113,121836.47
2114,125356.07
2115,155386.42
2116,117913.54
2117,146192.34
2118,113662.82
2119,110704.11
2120,119203.18
2121,91310.31
2122,102230.84
2123,97607.58
2124,160068.65
2125,129092.67
2126,131248.69
2127,154223.15
2128,127528.87
2129,105725.79
2130,135640.98
2131,151746.86
2132,117720.61
2133,125773.96
2134,121857.38
2135,107088.4
2136,66188.53
2137,119147.57
2138,133075.26
2139,150076.41
2140,141886.04
2141,152139.9
2142,117098.25
2143,134343.1
2144,110823.97
2145,146206.96
2146,174618.86
2147,147182.41
2148,138346.04
2149,143519.65
2150,222520.17
2151,115475.65
2152,163043.3
2153,179076.42
2154,104328.05
2155,151089.45
2156,272952.34
2157,244667.7
2158,223633.16
2159,206844.85
2160,177189.67
2161,244278.26
2162,469616.25
2163,343919.6
2164,234708.01
2165,181376.64
2166,155273.51
2167,216253.97
2168,191480.95
2169,188544.96
2170,208940.97
2171,149610.69
2172,139797.89
2173,170865.37
2174,233279.26
2175,302250.44
2176,291526.29
2177,234915.07
2178,218276.15
2179,142937.09
2180,240762.51
2181,189497.85
2182,224852.54
2183,187916.07
2184,127762.2
2185,118321.02
2186,162767.38
2187,155881.05
2188,164412.13
2189,317853.71
2190,78152.69
2191,78887.93
2192,84630.03
2193,105738.69
2194,105566.3
2195,100201.73
2196,98593.62
2197,117819.06
2198,156615.33
2199,180699.01
2200,129534.35
2201,122497.4
2202,186914.12
2203,114404.83
2204,152397.36
2205,104451.3
2206,133935.88
2207,187970.52
2208,255304.34
2209,199830.66
2210,129152.47
2211,128308.71
2212,127424.9
2213,98502.9
2214,137563.68
2215,105851.03
2216,143402.78
2217,69598.05
2218,88123.34
2219,91746.6
2220,85601.85
2221,255226.07
2222,237976.95
2223,277937.97
2224,216649.19
2225,125475.51
2226,194443.6
2227,202187.48
2228,254442.91
2229,248599.03
2230,145385.0
2231,196702.78
2232,187012.27
2233,180337.6
2234,240989.91
2235,212486.52
2236,275462.95
2237,334311.98
2238,217079.48
2239,124885.97
2240,157977.63
2241,148536.5
2242,130537.55
2243,135113.03
2244,113272.61
2245,106508.54
2246,137031.58
2247,133486.71
2248,127049.17
2249,125152.29
2250,132584.37
2251,97689.58
2252,193253.14
2253,152783.09
2254,171212.17
2255,204148.45
2256,175573.25
2257,211735.72
2258,163256.69
2259,177646.51
2260,173390.78
2261,176820.06
2262,194648.15
2263,339916.99
2264,502190.93
2265,186948.37
2266,260657.01
2267,366399.44
2268,382876.03
2269,162530.53
2270,197983.84
2271,236385.99
2272,209281.59
2273,169242.23
2274,186120.6
2275,181909.12
2276,182889.33
2277,203178.91
2278,155951.51
2279,115998.83
2280,112952.65
2281,165381.22
2282,181004.09
2283,119941.03
2284,115746.23
2285,150420.36
2286,124862.57
2287,322993.69
2288,256570.43
2289,370322.62
2290,433888.76
2291,305264.4
2292,439398.25
2293,477062.1
2294,373017.01
2295,472390.77
2296,289852.57
2297,294406.47
2298,297585.44
2299,361737.12
2300,327511.09
2301,262851.24
2302,247189.15
2303,241878.54
2304,243116.87
2305,185822.5
2306,187915.21
2307,189396.34
2308,215433.36
2309,258023.35
2310,197207.46
2311,206598.81
2312,174031.74
2313,174398.95
2314,171525.24
2315,174015.45
2316,190362.79
2317,188992.46
2318,168848.46
2319,178265.71
2320,185661.13
2321,249122.25
2322,184421.98
2323,177600.62
2324,184451.66
2325,209157.74
2326,172811.17
2327,205472.06
2328,221929.07
2329,192936.52
2330,185589.38
2331,364221.52
2332,391320.98
2333,330574.86
2334,246931.5
2335,265900.18
2336,318495.97
2337,198515.73
2338,274236.18
2339,227064.35
2340,395854.76
2341,225227.59
2342,236544.8
2343,229021.63
2344,220693.15
2345,238735.79
2346,201587.9
2347,187887.19
2348,226851.94
2349,166318.22
2350,280163.81
2351,234899.74
2352,252096.76
2353,251419.02
2354,135988.45
2355,145483.47
2356,154400.13
2357,195854.53
2358,185873.91
2359,136818.99
2360,118127.31
2361,150189.52
2362,277494.61
2363,132837.8
2364,177739.63
2365,219134.87
2366,184539.69
2367,206564.39
2368,200972.1
2369,205349.41
2370,166442.32
2371,154201.61
2372,183722.11
2373,285700.5
2374,329609.94
2375,224838.08
2376,315249.17
2377,369104.09
2378,146332.41
2379,228613.33
2380,147395.34
2381,177219.81
2382,226995.25
2383,215955.19
2384,255901.52
2385,170152.67
2386,132626.83
2387,132092.57
2388,102237.12
2389,121350.52
2390,132435.7
2391,138737.61
2392,113567.68
2393,168471.19
2394,133040.38
2395,213087.7
2396,141288.78
2397,229018.89
2398,129830.49
2399,65294.98
2400,68566.73
2401,123449.24
2402,132578.85
2403,143135.06
2404,140423.5
2405,156982.01
2406,147260.94
2407,123076.23
2408,143263.56
2409,119153.26
2410,188764.27
